,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12
326,2023-02-12 14:22:28.454173,"(19.05000114440918, 20.850000381469727, 25.167999267578125)","(21.150001525878906, 48.60000228881836, 51.0620002746582)","(49.05000305175781, 23.55000114440918, 35.09000015258789)","(31.350000381469727, 25.80000114440918, 30.25)","(27.450000762939453, 48.0, 30.007999420166016)","(54.150001525878906, 41.55000305175781, 61.709999084472656)","(52.20000076293945, 63.30000305175781, 58.07999801635742)","(67.35000610351562, 96.0, 83.24800109863281)","(39.900001525878906, 65.25, 36.05799865722656)","(27.750001907348633, 61.500003814697266, 17.666000366210938)","(57.000003814697266, 39.30000305175781, 57.8380012512207)","(33.900001525878906, 34.5, 34.12200164794922)"
327,2023-02-12 14:22:28.457377,"(18.30000114440918, 22.5, 26.13599967956543)","(16.80000114440918, 50.85000228881836, 52.513999938964844)","(48.45000076293945, 25.500001907348633, 34.847999572753906)","(27.600000381469727, 27.600000381469727, 31.70199966430664)","(26.55000114440918, 51.150001525878906, 30.25)","(53.400001525878906, 42.60000228881836, 60.742000579833984)","(50.10000228881836, 63.750003814697266, 58.321998596191406)","(64.95000457763672, 98.4000015258789, 81.31199645996094)","(36.30000305175781, 65.25, 36.54199981689453)","(25.05000114440918, 62.250003814697266, 16.940000534057617)","(56.250003814697266, 38.400001525878906, 56.38600158691406)","(31.950000762939453, 34.35000228881836, 33.15399932861328)"
328,2023-02-12 14:22:28.458979,"(17.100000381469727, 21.150001525878906, 26.619998931884766)","(16.05000114440918, 53.85000228881836, 52.513999938964844)","(45.60000228881836, 26.850000381469727, 33.15399932861328)","(26.850000381469727, 28.200000762939453, 29.03999900817871)","(22.650001525878906, 50.55000305175781, 29.52400016784668)","(50.70000076293945, 42.60000228881836, 61.22599792480469)","(47.10000228881836, 65.4000015258789, 57.11199951171875)","(63.750003814697266, 100.20000457763672, 82.52200317382812)","(34.650001525878906, 66.9000015258789, 36.54199981689453)","(23.25, 63.60000228881836, 17.666000366210938)","(54.45000076293945, 39.900001525878906, 55.902000427246094)","(28.80000114440918, 37.80000305175781, 30.007999420166016)"
329,2023-02-12 14:22:28.499373,"(16.200000762939453, 22.5, 23.4739990234375)","(13.800000190734863, 53.10000228881836, 52.513999938964844)","(43.20000076293945, 25.500001907348633, 35.09000015258789)","(22.200000762939453, 30.30000114440918, 29.766000747680664)","(21.0, 52.05000305175781, 27.829999923706055)","(48.150001525878906, 42.75, 59.77399826049805)","(44.85000228881836, 65.4000015258789, 57.59600067138672)","(61.20000076293945, 100.80000305175781, 81.55400085449219)","(30.900001525878906, 67.20000457763672, 33.395999908447266)","(21.450000762939453, 64.5, 16.940000534057617)","(52.650001525878906, 40.650001525878906, 55.17599868774414)","(26.850000381469727, 36.150001525878906, 32.66999816894531)"
330,2023-02-12 14:22:28.501192,"(14.100000381469727, 22.650001525878906, 24.441999435424805)","(12.600000381469727, 55.05000305175781, 52.27199935913086)","(40.05000305175781, 26.250001907348633, 28.79800033569336)","(22.05000114440918, 30.450000762939453, 27.58799934387207)","(19.80000114440918, 52.650001525878906, 28.79800033569336)","(46.650001525878906, 45.150001525878906, 58.56399917602539)","(42.30000305175781, 66.9000015258789, 55.902000427246094)","(58.95000076293945, 102.00000762939453, 79.61799621582031)","(27.600000381469727, 67.5, 34.847999572753906)","(17.400001525878906, 65.55000305175781, 16.45599937438965)","(49.95000076293945, 41.85000228881836, 52.513999938964844)","(23.25, 38.10000228881836, 28.79800033569336)"
331,2023-02-12 14:22:28.544191,"(12.300000190734863, 24.30000114440918, 22.74799919128418)","(8.40000057220459, 55.05000305175781, 46.70600128173828)","(38.55000305175781, 25.80000114440918, 30.492000579833984)","(19.200000762939453, 30.30000114440918, 24.68400001525879)","(15.600000381469727, 53.55000305175781, 25.40999984741211)","(44.10000228881836, 44.10000228881836, 57.59600067138672)","(40.650001525878906, 66.45000457763672, 53.965999603271484)","(55.20000076293945, 100.6500015258789, 79.86000061035156)","(24.0, 68.25, 30.733999252319336)","(13.500000953674316, 65.4000015258789, 15.729999542236328)","(46.05000305175781, 40.35000228881836, 55.65999984741211)","(20.25, 38.25, 29.03999900817871)"
332,2023-02-12 14:22:28.634699,"(11.25, 22.5, 21.538000106811523)","(4.950000286102295, 56.400001525878906, 47.189998626708984)","(34.20000076293945, 26.100000381469727, 26.13599967956543)","(16.650001525878906, 30.000001907348633, 24.68400001525879)","(11.25, 53.400001525878906, 24.68400001525879)","(40.35000228881836, 43.650001525878906, 55.902000427246094)","(37.05000305175781, 65.10000610351562, 52.99800109863281)","(52.95000076293945, 100.20000457763672, 75.26200103759766)","(22.650001525878906, 67.20000457763672, 28.07200050354004)","(10.200000762939453, 64.35000610351562, 14.519999504089355)","(42.60000228881836, 38.85000228881836, 52.513999938964844)","(16.200000762939453, 36.150001525878906, 27.34600067138672)"
333,2023-02-12 14:22:28.637401,"(7.800000190734863, 21.0, 21.053998947143555)","(0.9000000357627869, 53.250003814697266, 47.43199920654297)","(29.400001525878906, 26.700000762939453, 25.40999984741211)","(11.40000057220459, 31.650001525878906, 21.29599952697754)","(6.450000286102295, 51.000003814697266, 22.02199935913086)","(37.05000305175781, 42.45000076293945, 56.14400100708008)","(32.10000228881836, 65.25, 51.30400085449219)","(47.85000228881836, 98.70000457763672, 73.80999755859375)","(18.0, 64.80000305175781, 29.03999900817871)","(6.750000476837158, 62.400001525878906, 13.552000045776367)","(39.0, 38.70000076293945, 48.88399887084961)","(11.550000190734863, 35.10000228881836, 24.441999435424805)"
334,2023-02-12 14:22:28.639073,"(5.850000381469727, 21.0, 20.56999969482422)","(-2.700000047683716, 51.60000228881836, 44.52799987792969)","(28.05000114440918, 24.150001525878906, 26.86199951171875)","(6.300000190734863, 28.200000762939453, 19.118000030517578)","(4.650000095367432, 48.750003814697266, 22.263999938964844)","(34.95000076293945, 40.650001525878906, 53.965999603271484)","(30.600000381469727, 63.900001525878906, 49.85200119018555)","(46.650001525878906, 96.75000762939453, 71.63199615478516)","(14.100000381469727, 63.000003814697266, 25.40999984741211)","(2.4000000953674316, 61.500003814697266, 12.826000213623047)","(36.75, 37.05000305175781, 49.36800003051758)","(7.800000190734863, 32.70000076293945, 22.263999938964844)"
335,2023-02-12 14:22:28.641289,"(5.700000286102295, 19.950000762939453, 17.90799903869629)","(-7.350000381469727, 47.70000076293945, 40.65599822998047)","(24.150001525878906, 22.200000762939453, 23.4739990234375)","(4.5, 26.250001907348633, 18.875999450683594)","(1.0500000715255737, 46.20000076293945, 21.053998947143555)","(33.0, 39.900001525878906, 51.78799819946289)","(27.000001907348633, 61.35000228881836, 48.88399887084961)","(43.80000305175781, 96.45000457763672, 72.35800170898438)","(10.050000190734863, 59.10000228881836, 26.619998931884766)","(-1.5, 58.500003814697266, 12.342000007629395)","(35.70000076293945, 36.0, 47.67399978637695)","(4.950000286102295, 30.30000114440918, 22.263999938964844)"
336,2023-02-12 14:22:28.679175,"(3.3000001907348633, 18.75, 20.327999114990234)","(-12.450000762939453, 44.70000076293945, 37.99399948120117)","(19.5, 18.600000381469727, 22.989999771118164)","(0.0, 22.350000381469727, 19.8439998626709)","(-1.9500000476837158, 45.0, 18.634000778198242)","(29.55000114440918, 37.5, 51.78799819946289)","(23.850000381469727, 59.70000076293945, 48.88399887084961)","(40.5, 93.1500015258789, 71.38999938964844)","(5.550000190734863, 58.650001525878906, 21.053998947143555)","(-4.200000286102295, 55.95000076293945, 11.37399959564209)","(31.350000381469727, 34.5, 43.31800079345703)","(2.25, 28.05000114440918, 21.053998947143555)"
337,2023-02-12 14:22:28.724277,"(1.6500000953674316, 18.900001525878906, 18.392000198364258)","(-13.200000762939453, 44.85000228881836, 38.961997985839844)","(18.900001525878906, 16.200000762939453, 21.780000686645508)","(-2.5500001907348633, 19.200000762939453, 19.118000030517578)","(-4.200000286102295, 42.30000305175781, 16.697999954223633)","(27.30000114440918, 34.5, 50.577999114990234)","(21.900001525878906, 56.250003814697266, 47.91600036621094)","(37.80000305175781, 90.9000015258789, 73.08399963378906)","(2.8500001430511475, 54.30000305175781, 22.263999938964844)","(-6.750000476837158, 52.05000305175781, 11.857999801635742)","(27.600000381469727, 31.05000114440918, 44.52799987792969)","(-0.15000000596046448, 25.500001907348633, 21.29599952697754)"
338,2023-02-12 14:22:28.725783,"(0.6000000238418579, 16.200000762939453, 20.086000442504883)","(-13.500000953674316, 38.70000076293945, 40.172000885009766)","(15.450000762939453, 14.100000381469727, 22.989999771118164)","(-5.100000381469727, 19.200000762939453, 17.90799903869629)","(-5.25, 39.150001525878906, 17.18199920654297)","(26.700000762939453, 34.05000305175781, 49.36800003051758)","(21.0, 55.35000228881836, 46.947998046875)","(36.900001525878906, 88.5, 71.14800262451172)","(2.5500001907348633, 53.400001525878906, 22.74799919128418)","(-7.800000190734863, 52.05000305175781, 11.857999801635742)","(27.000001907348633, 29.700000762939453, 45.25400161743164)","(-1.9500000476837158, 23.400001525878906, 21.29599952697754)"
339,2023-02-12 14:22:28.769339,"(0.75, 14.850000381469727, 19.118000030517578)","(-13.800000190734863, 36.900001525878906, 39.6879997253418)","(14.850000381469727, 11.40000057220459, 20.327999114990234)","(-3.450000047683716, 15.600000381469727, 18.149999618530273)","(-7.200000286102295, 37.5, 15.729999542236328)","(24.900001525878906, 32.400001525878906, 50.577999114990234)","(18.900001525878906, 53.10000228881836, 47.67399978637695)","(35.85000228881836, 87.9000015258789, 68.48600006103516)","(0.30000001192092896, 48.45000076293945, 22.74799919128418)","(-9.0, 49.20000076293945, 11.131999969482422)","(25.650001525878906, 27.30000114440918, 47.91600036621094)","(-3.6000001430511475, 20.25, 20.812000274658203)"
340,2023-02-12 14:22:28.771136,"(-0.75, 13.500000953674316, 18.875999450683594)","(-15.600000381469727, 34.20000076293945, 39.6879997253418)","(14.250000953674316, 10.5, 20.812000274658203)","(-3.6000001430511475, 13.500000953674316, 21.053998947143555)","(-6.900000095367432, 35.400001525878906, 19.360000610351562)","(25.650001525878906, 30.900001525878906, 49.36800003051758)","(18.150001525878906, 50.400001525878906, 48.15800094604492)","(35.85000228881836, 84.1500015258789, 72.84200286865234)","(-0.75, 48.45000076293945, 21.053998947143555)","(-10.800000190734863, 47.55000305175781, 11.131999969482422)","(24.450000762939453, 25.950000762939453, 44.04399871826172)","(-5.25, 18.450000762939453, 18.634000778198242)"
341,2023-02-12 14:22:28.814467,"(-0.9000000357627869, 12.90000057220459, 18.149999618530273)","(-15.000000953674316, 34.20000076293945, 40.172000885009766)","(13.950000762939453, 6.450000286102295, 22.74799919128418)","(-6.600000381469727, 9.300000190734863, 17.90799903869629)","(-9.300000190734863, 33.900001525878906, 16.45599937438965)","(22.950000762939453, 28.200000762939453, 51.0620002746582)","(17.100000381469727, 49.05000305175781, 49.125999450683594)","(33.45000076293945, 84.30000305175781, 71.8740005493164)","(-0.75, 47.10000228881836, 24.441999435424805)","(-12.0, 44.85000228881836, 11.131999969482422)","(24.150001525878906, 22.80000114440918, 46.4640007019043)","(-6.300000190734863, 17.100000381469727, 21.538000106811523)"
342,2023-02-12 14:22:28.859103,"(-1.6500000953674316, 12.750000953674316, 18.875999450683594)","(-16.350000381469727, 31.650001525878906, 40.89799880981445)","(12.0, 6.750000476837158, 20.56999969482422)","(-7.200000286102295, 7.500000476837158, 18.875999450683594)","(-9.600000381469727, 31.950000762939453, 19.118000030517578)","(22.950000762939453, 25.950000762939453, 50.577999114990234)","(16.80000114440918, 48.0, 48.400001525878906)","(32.85000228881836, 80.55000305175781, 70.66400146484375)","(-1.8000000715255737, 44.85000228881836, 22.74799919128418)","(-11.25, 42.900001525878906, 11.37399959564209)","(24.0, 22.350000381469727, 45.97999954223633)","(-7.800000190734863, 15.000000953674316, 22.02199935913086)"
343,2023-02-12 14:22:28.860486,"(-1.8000000715255737, 9.600000381469727, 20.086000442504883)","(-18.75, 29.400001525878906, 39.6879997253418)","(12.450000762939453, 2.5500001907348633, 23.23200035095215)","(-7.200000286102295, 8.100000381469727, 20.56999969482422)","(-10.65000057220459, 29.100000381469727, 19.8439998626709)","(22.05000114440918, 24.600000381469727, 50.577999114990234)","(16.80000114440918, 45.75, 50.093997955322266)","(31.80000114440918, 77.10000610351562, 73.80999755859375)","(-1.350000023841858, 42.60000228881836, 24.441999435424805)","(-14.100000381469727, 39.900001525878906, 12.342000007629395)","(21.450000762939453, 19.05000114440918, 47.91600036621094)","(-8.850000381469727, 13.350000381469727, 21.780000686645508)"
344,2023-02-12 14:22:28.904200,"(-1.8000000715255737, 10.200000762939453, 22.02199935913086)","(-16.05000114440918, 29.250001907348633, 44.52799987792969)","(11.40000057220459, 1.5, 21.053998947143555)","(-7.500000476837158, 5.25, 20.56999969482422)","(-13.050000190734863, 27.000001907348633, 21.780000686645508)","(20.700000762939453, 23.700000762939453, 53.7239990234375)","(15.450000762939453, 43.95000076293945, 51.30400085449219)","(32.10000228881836, 76.5, 70.18000030517578)","(-3.450000047683716, 43.35000228881836, 25.40999984741211)","(-14.100000381469727, 38.10000228881836, 12.583999633789062)","(22.200000762939453, 18.900001525878906, 49.36800003051758)","(-10.350000381469727, 11.25, 23.95800018310547)"
345,2023-02-12 14:22:28.906189,"(-2.4000000953674316, 8.40000057220459, 21.29599952697754)","(-18.0, 25.200000762939453, 43.560001373291016)","(10.050000190734863, 0.45000001788139343, 25.167999267578125)","(-9.0, 2.4000000953674316, 19.360000610351562)","(-11.700000762939453, 25.200000762939453, 19.118000030517578)","(19.950000762939453, 22.650001525878906, 54.45000076293945)","(14.40000057220459, 43.5, 51.30400085449219)","(31.200000762939453, 77.55000305175781, 72.84200286865234)","(-2.700000047683716, 39.30000305175781, 29.52400016784668)","(-16.200000762939453, 38.25, 13.793999671936035)","(20.25, 19.5, 47.91600036621094)","(-11.700000762939453, 8.850000381469727, 27.829999923706055)"
346,2023-02-12 14:22:28.949218,"(-1.350000023841858, 8.700000762939453, 21.538000106811523)","(-19.200000762939453, 25.05000114440918, 45.97999954223633)","(10.050000190734863, -1.8000000715255737, 25.652000427246094)","(-10.5, 0.6000000238418579, 20.327999114990234)","(-13.500000953674316, 24.600000381469727, 22.02199935913086)","(19.350000381469727, 21.75, 54.20800018310547)","(13.65000057220459, 41.55000305175781, 54.69200134277344)","(28.80000114440918, 76.35000610351562, 75.50399780273438)","(-4.650000095367432, 40.5, 29.52400016784668)","(-16.950000762939453, 37.05000305175781, 14.76200008392334)","(21.150001525878906, 17.400001525878906, 55.17599868774414)","(-10.950000762939453, 7.650000095367432, 27.58799934387207)"
347,2023-02-12 14:22:28.950667,"(-1.6500000953674316, 8.850000381469727, 22.02199935913086)","(-21.450000762939453, 24.150001525878906, 43.560001373291016)","(10.950000762939453, -2.5500001907348633, 26.13599967956543)","(-10.050000190734863, 3.450000047683716, 23.4739990234375)","(-13.050000190734863, 23.700000762939453, 23.4739990234375)","(19.200000762939453, 22.5, 56.62799835205078)","(13.200000762939453, 43.5, 54.45000076293945)","(28.950000762939453, 78.60000610351562, 77.44000244140625)","(-8.700000762939453, 38.400001525878906, 30.25)","(-19.200000762939453, 36.900001525878906, 15.972000122070312)","(20.700000762939453, 17.700000762939453, 53.23999786376953)","(-13.050000190734863, 9.300000190734863, 29.03999900817871)"
348,2023-02-12 14:22:28.994128,"(-2.4000000953674316, 8.550000190734863, 23.95800018310547)","(-19.05000114440918, 24.600000381469727, 46.70600128173828)","(9.600000381469727, -0.15000000596046448, 29.52400016784668)","(-12.600000381469727, 3.3000001907348633, 24.926000595092773)","(-14.100000381469727, 24.450000762939453, 26.13599967956543)","(19.200000762939453, 21.30000114440918, 55.902000427246094)","(12.0, 44.400001525878906, 56.38600158691406)","(29.55000114440918, 77.55000305175781, 78.89199829101562)","(-7.350000381469727, 39.45000076293945, 30.25)","(-17.25, 38.400001525878906, 16.214000701904297)","(19.350000381469727, 17.55000114440918, 53.7239990234375)","(-14.550000190734863, 8.40000057220459, 28.79800033569336)"
349,2023-02-12 14:22:29.039197,"(-3.6000001430511475, 8.550000190734863, 24.68400001525879)","(-20.55000114440918, 26.400001525878906, 48.15800094604492)","(8.700000762939453, -0.15000000596046448, 30.007999420166016)","(-11.550000190734863, 3.1500000953674316, 26.378000259399414)","(-14.850000381469727, 27.750001907348633, 24.68400001525879)","(19.5, 22.650001525878906, 55.902000427246094)","(12.15000057220459, 45.150001525878906, 56.38600158691406)","(29.700000762939453, 79.35000610351562, 80.58599853515625)","(-6.750000476837158, 40.650001525878906, 34.12200164794922)","(-17.700000762939453, 38.400001525878906, 16.940000534057617)","(16.950000762939453, 17.850000381469727, 53.965999603271484)","(-14.250000953674316, 10.050000190734863, 29.766000747680664)"
350,2023-02-12 14:22:29.041116,"(-2.1000001430511475, 9.75, 23.23200035095215)","(-20.25, 26.55000114440918, 49.36800003051758)","(9.15000057220459, 1.350000023841858, 31.944000244140625)","(-9.15000057220459, 6.0, 27.34600067138672)","(-16.05000114440918, 27.900001525878906, 24.926000595092773)","(17.700000762939453, 22.950000762939453, 57.59600067138672)","(13.200000762939453, 46.35000228881836, 57.11199951171875)","(28.650001525878906, 80.25, 81.06999969482422)","(-9.0, 43.650001525878906, 31.218000411987305)","(-19.05000114440918, 40.80000305175781, 16.45599937438965)","(18.0, 19.650001525878906, 56.869998931884766)","(-14.700000762939453, 14.700000762939453, 31.218000411987305)"
351,2023-02-12 14:22:29.084178,"(-3.750000238418579, 10.950000762939453, 23.4739990234375)","(-21.150001525878906, 30.900001525878906, 49.85200119018555)","(8.550000190734863, 2.8500001430511475, 30.492000579833984)","(-11.850000381469727, 6.300000190734863, 25.652000427246094)","(-15.15000057220459, 27.900001525878906, 26.13599967956543)","(18.600000381469727, 24.30000114440918, 58.07999801635742)","(12.300000190734863, 48.150001525878906, 57.354000091552734)","(28.350000381469727, 82.5, 80.8280029296875)","(-7.650000095367432, 46.5, 35.81599807739258)","(-18.600000381469727, 44.25, 17.423999786376953)","(17.700000762939453, 21.450000762939453, 56.14400100708008)","(-14.100000381469727, 16.05000114440918, 32.66999816894531)"
352,2023-02-12 14:22:29.085871,"(-1.8000000715255737, 12.600000381469727, 23.715999603271484)","(-23.700000762939453, 30.600000381469727, 51.0620002746582)","(8.850000381469727, 6.150000095367432, 32.66999816894531)","(-11.40000057220459, 9.15000057220459, 27.58799934387207)","(-15.000000953674316, 31.500001907348633, 27.104000091552734)","(18.150001525878906, 27.750001907348633, 58.805999755859375)","(12.600000381469727, 50.400001525878906, 56.62799835205078)","(29.400001525878906, 86.70000457763672, 80.10199737548828)","(-6.450000286102295, 48.0, 35.57400131225586)","(-18.30000114440918, 47.400001525878906, 16.697999954223633)","(18.75, 25.500001907348633, 55.902000427246094)","(-12.450000762939453, 17.55000114440918, 31.944000244140625)"
353,2023-02-12 14:22:29.129422,"(-3.0, 14.100000381469727, 23.23200035095215)","(-19.80000114440918, 33.900001525878906, 52.513999938964844)","(7.800000190734863, 7.200000286102295, 32.428001403808594)","(-11.550000190734863, 12.0, 30.007999420166016)","(-13.950000762939453, 33.75, 28.555999755859375)","(18.600000381469727, 29.55000114440918, 58.07999801635742)","(14.550000190734863, 53.10000228881836, 57.8380012512207)","(30.600000381469727, 87.0, 81.55400085449219)","(-6.600000381469727, 52.35000228881836, 34.847999572753906)","(-16.80000114440918, 49.80000305175781, 17.18199920654297)","(20.100000381469727, 28.200000762939453, 55.65999984741211)","(-11.550000190734863, 22.350000381469727, 33.63800048828125)"
354,2023-02-12 14:22:29.130683,"(-1.8000000715255737, 15.300000190734863, 23.4739990234375)","(-21.0, 38.25, 50.81999969482422)","(9.450000762939453, 11.40000057220459, 32.18600082397461)","(-10.800000190734863, 15.000000953674316, 28.79800033569336)","(-11.850000381469727, 36.30000305175781, 28.79800033569336)","(19.650001525878906, 32.10000228881836, 59.04800033569336)","(15.90000057220459, 55.80000305175781, 56.38600158691406)","(32.400001525878906, 90.60000610351562, 78.89199829101562)","(-4.650000095367432, 53.55000305175781, 35.81599807739258)","(-15.15000057220459, 52.20000076293945, 16.45599937438965)","(20.55000114440918, 30.900001525878906, 55.65999984741211)","(-10.200000762939453, 23.400001525878906, 31.70199966430664)"
355,2023-02-12 14:22:29.174493,"(-0.9000000357627869, 16.350000381469727, 21.29599952697754)","(-21.75, 38.85000228881836, 46.70600128173828)","(9.0, 13.200000762939453, 32.18600082397461)","(-11.100000381469727, 16.80000114440918, 26.619998931884766)","(-13.500000953674316, 38.55000305175781, 27.34600067138672)","(21.0, 34.80000305175781, 58.805999755859375)","(16.650001525878906, 57.45000076293945, 56.869998931884766)","(33.30000305175781, 92.4000015258789, 78.6500015258789)","(-1.2000000476837158, 56.85000228881836, 32.66999816894531)","(-13.65000057220459, 54.750003814697266, 15.48799991607666)","(21.150001525878906, 32.400001525878906, 55.902000427246094)","(-7.050000190734863, 27.150001525878906, 31.70199966430664)"
356,2023-02-12 14:22:29.176135,"(-1.350000023841858, 18.900001525878906, 24.200000762939453)","(-17.55000114440918, 43.80000305175781, 48.15800094604492)","(12.450000762939453, 16.350000381469727, 30.492000579833984)","(-8.550000190734863, 19.650001525878906, 24.926000595092773)","(-9.75, 41.400001525878906, 25.893999099731445)","(22.05000114440918, 35.55000305175781, 59.04800033569336)","(19.05000114440918, 59.85000228881836, 54.69200134277344)","(34.80000305175781, 94.20000457763672, 78.40799713134766)","(-0.6000000238418579, 58.650001525878906, 30.007999420166016)","(-11.550000190734863, 57.45000076293945, 15.48799991607666)","(25.350000381469727, 34.650001525878906, 53.481998443603516)","(-6.0, 28.950000762939453, 30.733999252319336)"
357,2023-02-12 14:22:29.219133,"(1.350000023841858, 18.900001525878906, 22.02199935913086)","(-16.200000762939453, 46.20000076293945, 47.67399978637695)","(15.000000953674316, 17.100000381469727, 29.03999900817871)","(-5.400000095367432, 22.200000762939453, 26.13599967956543)","(-6.300000190734863, 45.75, 27.34600067138672)","(24.150001525878906, 36.900001525878906, 58.321998596191406)","(21.900001525878906, 61.80000305175781, 53.23999786376953)","(36.60000228881836, 94.5, 76.47200012207031)","(1.350000023841858, 59.55000305175781, 32.66999816894531)","(-9.0, 58.500003814697266, 15.48799991607666)","(26.400001525878906, 36.150001525878906, 56.14400100708008)","(-3.6000001430511475, 30.900001525878906, 27.58799934387207)"
358,2023-02-12 14:22:29.264415,"(1.0500000715255737, 20.850000381469727, 20.56999969482422)","(-16.350000381469727, 47.25, 44.77000045776367)","(16.350000381469727, 20.700000762939453, 26.619998931884766)","(-2.8500001430511475, 20.700000762939453, 26.619998931884766)","(-6.900000095367432, 44.25, 24.68400001525879)","(25.80000114440918, 38.70000076293945, 57.8380012512207)","(23.850000381469727, 63.150001525878906, 52.27199935913086)","(37.95000076293945, 94.6500015258789, 76.95600128173828)","(5.700000286102295, 63.150001525878906, 29.52400016784668)","(-5.400000095367432, 60.60000228881836, 14.277999877929688)","(28.500001907348633, 36.30000305175781, 53.23999786376953)","(0.15000000596046448, 31.950000762939453, 27.104000091552734)"
359,2023-02-12 14:22:29.309018,"(2.5500001907348633, 20.850000381469727, 21.053998947143555)","(-12.15000057220459, 47.70000076293945, 42.59199905395508)","(18.900001525878906, 21.150001525878906, 26.619998931884766)","(-2.25, 24.0, 22.263999938964844)","(-3.450000047683716, 47.400001525878906, 21.780000686645508)","(28.650001525878906, 39.45000076293945, 55.17599868774414)","(27.30000114440918, 64.05000305175781, 52.27199935913086)","(42.0, 96.45000457763672, 76.2300033569336)","(7.500000476837158, 62.55000305175781, 29.52400016784668)","(-2.25, 61.650001525878906, 13.309999465942383)","(31.05000114440918, 37.80000305175781, 51.0620002746582)","(2.25, 34.650001525878906, 25.167999267578125)"
360,2023-02-12 14:22:29.355168,"(5.25, 21.450000762939453, 19.8439998626709)","(-10.5, 49.650001525878906, 40.65599822998047)","(22.650001525878906, 22.200000762939453, 27.104000091552734)","(3.450000047683716, 24.600000381469727, 21.053998947143555)","(-1.0500000715255737, 49.650001525878906, 22.506000518798828)","(29.250001907348633, 40.20000076293945, 53.7239990234375)","(28.200000762939453, 63.000003814697266, 52.029998779296875)","(43.5, 98.70000457763672, 76.47200012207031)","(9.0, 64.20000457763672, 23.4739990234375)","(0.75, 60.750003814697266, 13.793999671936035)","(35.400001525878906, 40.35000228881836, 50.33599853515625)","(6.300000190734863, 33.60000228881836, 26.13599967956543)"
361,2023-02-12 14:22:29.356543,"(6.600000381469727, 22.200000762939453, 18.634000778198242)","(-5.25, 52.20000076293945, 41.38199996948242)","(24.750001907348633, 25.05000114440918, 22.989999771118164)","(4.650000095367432, 26.250001907348633, 19.360000610351562)","(3.450000047683716, 48.750003814697266, 20.812000274658203)","(32.85000228881836, 41.25, 52.029998779296875)","(30.600000381469727, 64.20000457763672, 50.81999969482422)","(48.900001525878906, 98.70000457763672, 74.53600311279297)","(14.100000381469727, 64.20000457763672, 25.652000427246094)","(4.5, 61.95000076293945, 12.826000213623047)","(37.5, 38.400001525878906, 49.36800003051758)","(9.450000762939453, 35.55000305175781, 25.652000427246094)"
362,2023-02-12 14:22:29.399387,"(9.0, 22.200000762939453, 20.327999114990234)","(-1.2000000476837158, 52.35000228881836, 41.624000549316406)","(30.150001525878906, 25.200000762939453, 22.02199935913086)","(9.450000762939453, 26.55000114440918, 19.360000610351562)","(7.800000190734863, 50.55000305175781, 20.56999969482422)","(36.900001525878906, 42.0, 51.54600143432617)","(33.60000228881836, 65.70000457763672, 48.88399887084961)","(51.30000305175781, 96.9000015258789, 75.98799896240234)","(19.80000114440918, 66.45000457763672, 26.13599967956543)","(8.550000190734863, 63.45000076293945, 12.100000381469727)","(39.900001525878906, 38.70000076293945, 49.85200119018555)","(13.800000190734863, 35.10000228881836, 22.02199935913086)"
363,2023-02-12 14:22:29.400841,"(12.750000953674316, 22.950000762939453, 18.392000198364258)","(5.700000286102295, 51.45000076293945, 40.41400146484375)","(37.95000076293945, 25.200000762939453, 22.74799919128418)","(17.55000114440918, 27.000001907348633, 19.118000030517578)","(13.800000190734863, 48.30000305175781, 18.634000778198242)","(42.900001525878906, 42.0, 51.78799819946289)","(40.650001525878906, 63.45000076293945, 48.15800094604492)","(55.500003814697266, 95.85000610351562, 71.63199615478516)","(25.80000114440918, 65.70000457763672, 25.40999984741211)","(14.700000762939453, 62.55000305175781, 10.890000343322754)","(47.400001525878906, 39.30000305175781, 48.88399887084961)","(20.55000114440918, 34.5, 21.780000686645508)"
364,2023-02-12 14:22:29.444063,"(13.65000057220459, 23.100000381469727, 17.666000366210938)","(9.600000381469727, 50.10000228881836, 40.89799880981445)","(40.35000228881836, 22.350000381469727, 24.200000762939453)","(20.400001525878906, 27.000001907348633, 19.118000030517578)","(15.300000190734863, 47.55000305175781, 17.18199920654297)","(45.75, 41.70000076293945, 49.36800003051758)","(42.60000228881836, 64.05000305175781, 49.61000061035156)","(59.10000228881836, 97.50000762939453, 73.56800079345703)","(27.900001525878906, 64.95000457763672, 23.23200035095215)","(18.30000114440918, 60.45000076293945, 11.857999801635742)","(49.20000076293945, 37.80000305175781, 48.88399887084961)","(23.100000381469727, 32.70000076293945, 19.601999282836914)"
