,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12
344,2023-02-12 17:10:20.585881,"(14.850000381469727, 25.05000114440918, 1.4520000219345093)","(39.60000228881836, 65.55000305175781, 80.10199737548828)","(64.05000305175781, 41.85000228881836, 64.85600280761719)","(46.5, 42.75, 53.481998443603516)","(44.25, 53.55000305175781, 47.189998626708984)","(57.150001525878906, 39.75, 54.20800018310547)","(49.05000305175781, 63.000003814697266, 53.481998443603516)","(64.05000305175781, 92.4000015258789, 69.4540023803711)","(57.30000305175781, 80.4000015258789, 70.66400146484375)","(7.050000190734863, 44.85000228881836, -2.9040000438690186)","(57.30000305175781, 33.60000228881836, 51.30400085449219)","(35.85000228881836, 32.400001525878906, 28.555999755859375)"
345,2023-02-12 17:10:20.630049,"(16.200000762939453, 24.900001525878906, 2.9040000438690186)","(39.900001525878906, 66.45000457763672, 76.47200012207031)","(64.20000457763672, 44.55000305175781, 58.321998596191406)","(45.900001525878906, 43.05000305175781, 55.417999267578125)","(41.70000076293945, 59.85000228881836, 45.97999954223633)","(54.900001525878906, 39.30000305175781, 55.902000427246094)","(50.250003814697266, 64.05000305175781, 52.99800109863281)","(62.70000076293945, 93.45000457763672, 69.4540023803711)","(61.05000305175781, 80.70000457763672, 67.51799774169922)","(9.0, 45.30000305175781, -2.4200000762939453)","(57.30000305175781, 35.400001525878906, 49.36800003051758)","(31.80000114440918, 32.25, 25.893999099731445)"
346,2023-02-12 17:10:20.631647,"(13.050000190734863, 23.25, 2.9040000438690186)","(42.75, 69.30000305175781, 69.69599914550781)","(66.75, 42.150001525878906, 55.65999984741211)","(46.5, 46.650001525878906, 53.7239990234375)","(42.0, 58.500003814697266, 51.30400085449219)","(55.35000228881836, 40.5, 52.513999938964844)","(47.55000305175781, 63.45000076293945, 50.093997955322266)","(59.55000305175781, 93.0, 67.2760009765625)","(58.20000076293945, 80.4000015258789, 69.93799591064453)","(6.150000095367432, 44.400001525878906, -4.840000152587891)","(60.60000228881836, 35.400001525878906, 51.54600143432617)","(32.25, 35.10000228881836, 26.378000259399414)"
347,2023-02-12 17:10:20.633121,"(10.950000762939453, 23.850000381469727, 1.694000005722046)","(40.35000228881836, 69.1500015258789, 74.77799987792969)","(62.70000076293945, 44.70000076293945, 58.56399917602539)","(46.95000076293945, 40.95000076293945, 53.965999603271484)","(40.35000228881836, 60.750003814697266, 50.81999969482422)","(49.95000076293945, 41.400001525878906, 48.400001525878906)","(47.70000076293945, 63.45000076293945, 49.125999450683594)","(60.30000305175781, 94.6500015258789, 67.51799774169922)","(57.30000305175781, 80.4000015258789, 67.2760009765625)","(4.200000286102295, 46.80000305175781, -6.776000022888184)","(53.400001525878906, 39.75, 47.43199920654297)","(30.900001525878906, 34.35000228881836, 25.40999984741211)"
348,2023-02-12 17:10:20.674875,"(11.100000381469727, 24.30000114440918, 2.9040000438690186)","(35.10000228881836, 69.60000610351562, 73.80999755859375)","(60.60000228881836, 42.900001525878906, 58.805999755859375)","(43.5, 46.5, 56.14400100708008)","(40.05000305175781, 58.35000228881836, 47.189998626708984)","(53.70000076293945, 40.35000228881836, 49.125999450683594)","(49.80000305175781, 64.5, 47.189998626708984)","(58.20000076293945, 95.85000610351562, 67.03399658203125)","(55.650001525878906, 82.35000610351562, 65.8239974975586)","(4.800000190734863, 47.25, -9.437999725341797)","(56.250003814697266, 39.0, 48.15800094604492)","(30.30000114440918, 34.650001525878906, 26.378000259399414)"
349,2023-02-12 17:10:20.719746,"(7.050000190734863, 23.100000381469727, 1.9359999895095825)","(35.85000228881836, 67.95000457763672, 76.95600128173828)","(59.400001525878906, 45.45000076293945, 63.645999908447266)","(42.150001525878906, 42.45000076293945, 50.33599853515625)","(37.650001525878906, 59.400001525878906, 48.641998291015625)","(51.900001525878906, 42.60000228881836, 51.78799819946289)","(46.80000305175781, 64.95000457763672, 51.54600143432617)","(58.650001525878906, 95.55000305175781, 64.61399841308594)","(55.650001525878906, 81.30000305175781, 65.0979995727539)","(2.1000001430511475, 46.35000228881836, -6.776000022888184)","(52.05000305175781, 36.45000076293945, 46.947998046875)","(26.850000381469727, 35.10000228881836, 22.74799919128418)"
350,2023-02-12 17:10:20.721486,"(7.050000190734863, 24.600000381469727, 2.177999973297119)","(38.10000228881836, 68.10000610351562, 70.90599822998047)","(60.30000305175781, 46.05000305175781, 60.742000579833984)","(40.20000076293945, 45.0, 51.0620002746582)","(35.85000228881836, 57.45000076293945, 49.61000061035156)","(45.150001525878906, 41.10000228881836, 51.0620002746582)","(45.0, 64.35000610351562, 49.85200119018555)","(54.900001525878906, 95.25, 66.06600189208984)","(52.80000305175781, 82.20000457763672, 66.79199981689453)","(-0.6000000238418579, 47.400001525878906, -7.259999752044678)","(51.45000076293945, 39.150001525878906, 49.125999450683594)","(26.250001907348633, 36.0, 22.989999771118164)"
351,2023-02-12 17:10:20.723085,"(5.400000095367432, 25.200000762939453, 0.7260000109672546)","(35.25, 68.70000457763672, 69.21199798583984)","(58.35000228881836, 42.60000228881836, 60.01599884033203)","(40.05000305175781, 44.400001525878906, 52.029998779296875)","(34.5, 57.750003814697266, 43.801998138427734)","(44.55000305175781, 40.80000305175781, 54.20800018310547)","(45.0, 63.750003814697266, 51.0620002746582)","(55.20000076293945, 96.75000762939453, 63.88800048828125)","(50.55000305175781, 83.4000015258789, 66.79199981689453)","(-2.1000001430511475, 47.55000305175781, -8.711999893188477)","(48.45000076293945, 37.650001525878906, 52.99800109863281)","(23.100000381469727, 35.25, 22.506000518798828)"
352,2023-02-12 17:10:20.764802,"(3.6000001430511475, 26.100000381469727, 0.7260000109672546)","(33.30000305175781, 73.05000305175781, 68.72799682617188)","(56.70000076293945, 43.650001525878906, 60.257999420166016)","(39.150001525878906, 46.05000305175781, 51.30400085449219)","(34.05000305175781, 60.45000076293945, 44.52799987792969)","(46.05000305175781, 41.85000228881836, 50.577999114990234)","(41.70000076293945, 64.05000305175781, 46.4640007019043)","(52.20000076293945, 96.60000610351562, 65.58200073242188)","(52.20000076293945, 84.1500015258789, 66.06600189208984)","(-4.950000286102295, 48.60000228881836, -14.519999504089355)","(51.150001525878906, 40.35000228881836, 42.59199905395508)","(23.25, 35.85000228881836, 24.68400001525879)"
353,2023-02-12 17:10:20.765990,"(1.6500000953674316, 26.850000381469727, 0.7260000109672546)","(31.200000762939453, 70.80000305175781, 75.26200103759766)","(53.10000228881836, 46.20000076293945, 55.17599868774414)","(34.650001525878906, 46.80000305175781, 51.78799819946289)","(31.200000762939453, 55.650001525878906, 45.737998962402344)","(42.30000305175781, 42.45000076293945, 50.093997955322266)","(38.400001525878906, 64.95000457763672, 46.4640007019043)","(51.60000228881836, 96.9000015258789, 64.37200164794922)","(50.400001525878906, 83.25, 64.85600280761719)","(-6.0, 49.05000305175781, -8.953999519348145)","(43.5, 39.30000305175781, 45.49599838256836)","(18.900001525878906, 33.75, 21.29599952697754)"
354,2023-02-12 17:10:20.809493,"(-1.0500000715255737, 25.350000381469727, 0.9679999947547913)","(24.600000381469727, 71.25, 75.74600219726562)","(55.20000076293945, 45.150001525878906, 59.04800033569336)","(33.45000076293945, 47.25, 55.902000427246094)","(33.30000305175781, 60.000003814697266, 45.012001037597656)","(45.150001525878906, 41.25, 50.577999114990234)","(39.45000076293945, 64.95000457763672, 46.947998046875)","(49.05000305175781, 95.10000610351562, 61.46799850463867)","(47.400001525878906, 83.70000457763672, 64.12999725341797)","(-7.200000286102295, 48.750003814697266, -9.92199993133545)","(45.75, 40.35000228881836, 45.737998962402344)","(19.950000762939453, 36.45000076293945, 21.538000106811523)"
355,2023-02-12 17:10:20.811469,"(-2.700000047683716, 24.30000114440918, 0.0)","(26.55000114440918, 70.35000610351562, 69.4540023803711)","(48.60000228881836, 42.30000305175781, 58.56399917602539)","(32.25, 42.30000305175781, 52.75600051879883)","(30.150001525878906, 56.10000228881836, 41.86600112915039)","(43.35000228881836, 40.80000305175781, 47.91600036621094)","(36.60000228881836, 63.900001525878906, 48.15800094604492)","(46.80000305175781, 94.20000457763672, 63.645999908447266)","(43.80000305175781, 83.25, 65.33999633789062)","(-11.40000057220459, 47.25, -9.680000305175781)","(41.85000228881836, 39.75, 43.801998138427734)","(16.200000762939453, 37.05000305175781, 19.601999282836914)"
356,2023-02-12 17:10:20.813006,"(-4.800000190734863, 25.05000114440918, 0.24199999868869781)","(25.80000114440918, 70.80000305175781, 69.4540023803711)","(49.20000076293945, 45.60000228881836, 57.11199951171875)","(30.600000381469727, 43.05000305175781, 54.45000076293945)","(26.400001525878906, 60.000003814697266, 47.189998626708984)","(40.35000228881836, 40.20000076293945, 46.22200012207031)","(31.05000114440918, 63.900001525878906, 46.22200012207031)","(46.20000076293945, 95.55000305175781, 63.1619987487793)","(42.75, 81.60000610351562, 62.678001403808594)","(-14.40000057220459, 45.75, -13.067999839782715)","(38.55000305175781, 38.25, 43.801998138427734)","(13.200000762939453, 36.150001525878906, 18.634000778198242)"
357,2023-02-12 17:10:20.854667,"(-9.600000381469727, 24.450000762939453, 0.48399999737739563)","(19.5, 67.80000305175781, 69.21199798583984)","(49.650001525878906, 44.400001525878906, 53.23999786376953)","(28.650001525878906, 44.70000076293945, 50.33599853515625)","(25.500001907348633, 54.150001525878906, 39.20399856567383)","(36.30000305175781, 38.400001525878906, 49.125999450683594)","(29.250001907348633, 62.400001525878906, 46.70600128173828)","(45.0, 93.1500015258789, 62.43600082397461)","(43.05000305175781, 81.45000457763672, 63.88800048828125)","(-14.40000057220459, 47.10000228881836, -14.76200008392334)","(40.20000076293945, 38.400001525878906, 43.31800079345703)","(10.800000190734863, 34.35000228881836, 22.263999938964844)"
358,2023-02-12 17:10:20.855916,"(-10.800000190734863, 23.700000762939453, -0.24199999868869781)","(21.150001525878906, 66.75, 72.35800170898438)","(45.45000076293945, 42.900001525878906, 52.99800109863281)","(25.80000114440918, 45.30000305175781, 49.61000061035156)","(24.0, 57.45000076293945, 45.25400161743164)","(32.70000076293945, 37.80000305175781, 50.093997955322266)","(28.650001525878906, 62.70000076293945, 43.801998138427734)","(40.80000305175781, 95.55000305175781, 61.709999084472656)","(37.95000076293945, 81.45000457763672, 62.91999816894531)","(-18.0, 45.150001525878906, -12.100000381469727)","(36.30000305175781, 38.55000305175781, 40.172000885009766)","(7.500000476837158, 33.30000305175781, 18.149999618530273)"
359,2023-02-12 17:10:20.910143,"(-12.750000953674316, 21.30000114440918, -0.48399999737739563)","(17.55000114440918, 66.75, 71.63199615478516)","(43.650001525878906, 43.80000305175781, 54.69200134277344)","(25.05000114440918, 43.05000305175781, 48.641998291015625)","(22.80000114440918, 54.30000305175781, 38.47800064086914)","(31.650001525878906, 37.5, 47.43199920654297)","(25.650001525878906, 64.6500015258789, 48.15800094604492)","(37.95000076293945, 93.45000457763672, 60.5)","(38.10000228881836, 81.0, 60.5)","(-20.850000381469727, 45.75, -14.76200008392334)","(35.400001525878906, 33.150001525878906, 46.22200012207031)","(6.750000476837158, 32.10000228881836, 16.45599937438965)"
360,2023-02-12 17:10:20.910538,"(-17.55000114440918, 19.5, 0.0)","(16.80000114440918, 67.20000457763672, 73.80999755859375)","(41.70000076293945, 39.60000228881836, 51.78799819946289)","(23.25, 39.60000228881836, 47.43199920654297)","(21.0, 54.30000305175781, 40.65599822998047)","(32.10000228881836, 38.25, 46.70600128173828)","(25.200000762939453, 64.80000305175781, 44.52799987792969)","(37.20000076293945, 92.55000305175781, 61.22599792480469)","(34.80000305175781, 77.25, 60.01599884033203)","(-23.700000762939453, 44.25, -13.793999671936035)","(33.900001525878906, 34.650001525878906, 47.189998626708984)","(4.650000095367432, 28.80000114440918, 18.149999618530273)"
361,2023-02-12 17:10:20.989653,"(-16.5, 16.200000762939453, -1.694000005722046)","(15.450000762939453, 64.05000305175781, 66.30799865722656)","(39.75, 40.05000305175781, 52.99800109863281)","(24.750001907348633, 38.25, 51.30400085449219)","(18.75, 52.95000076293945, 41.624000549316406)","(34.5, 32.10000228881836, 47.67399978637695)","(24.150001525878906, 60.900001525878906, 46.22200012207031)","(34.95000076293945, 89.55000305175781, 60.5)","(34.35000228881836, 76.6500015258789, 63.40399932861328)","(-24.900001525878906, 40.20000076293945, -14.277999877929688)","(29.100000381469727, 33.900001525878906, 44.04399871826172)","(3.0, 28.950000762939453, 17.666000366210938)"
362,2023-02-12 17:10:20.991016,"(-17.25, 16.80000114440918, -0.48399999737739563)","(13.800000190734863, 59.250003814697266, 65.33999633789062)","(37.05000305175781, 35.400001525878906, 52.513999938964844)","(22.5, 38.55000305175781, 50.093997955322266)","(18.600000381469727, 52.95000076293945, 38.961997985839844)","(28.80000114440918, 32.85000228881836, 46.4640007019043)","(21.450000762939453, 59.250003814697266, 44.04399871826172)","(34.35000228881836, 88.35000610351562, 58.805999755859375)","(33.30000305175781, 77.55000305175781, 60.5)","(-25.80000114440918, 39.45000076293945, -11.857999801635742)","(30.900001525878906, 31.05000114440918, 44.77000045776367)","(0.6000000238418579, 27.150001525878906, 18.875999450683594)"
363,2023-02-12 17:10:20.992605,"(-16.950000762939453, 15.15000057220459, -0.24199999868869781)","(12.0, 61.650001525878906, 67.76000213623047)","(38.400001525878906, 32.10000228881836, 53.481998443603516)","(22.80000114440918, 38.70000076293945, 47.43199920654297)","(13.950000762939453, 51.000003814697266, 46.22200012207031)","(27.450000762939453, 31.80000114440918, 48.15800094604492)","(17.400001525878906, 54.45000076293945, 46.4640007019043)","(33.30000305175781, 87.1500015258789, 60.5)","(30.750001907348633, 74.55000305175781, 61.95199966430664)","(-28.500001907348633, 39.60000228881836, -11.616000175476074)","(29.700000762939453, 30.750001907348633, 41.38199996948242)","(0.9000000357627869, 25.950000762939453, 18.634000778198242)"
364,2023-02-12 17:10:20.994008,"(-21.30000114440918, 12.450000762939453, -0.7260000109672546)","(10.050000190734863, 60.60000228881836, 69.21199798583984)","(36.0, 36.45000076293945, 57.354000091552734)","(20.100000381469727, 35.55000305175781, 49.85200119018555)","(16.05000114440918, 52.05000305175781, 37.75199890136719)","(24.900001525878906, 30.30000114440918, 48.641998291015625)","(19.05000114440918, 56.250003814697266, 45.012001037597656)","(31.950000762939453, 88.05000305175781, 60.257999420166016)","(31.500001907348633, 74.70000457763672, 62.91999816894531)","(-32.55000305175781, 36.75, -11.37399959564209)","(30.750001907348633, 30.30000114440918, 44.2859992980957)","(-1.9500000476837158, 24.750001907348633, 16.45599937438965)"
365,2023-02-12 17:10:21.034652,"(-25.05000114440918, 10.950000762939453, -1.694000005722046)","(10.950000762939453, 53.85000228881836, 72.5999984741211)","(36.75, 30.750001907348633, 55.17599868774414)","(19.05000114440918, 30.150001525878906, 47.43199920654297)","(13.200000762939453, 47.70000076293945, 43.07600021362305)","(25.80000114440918, 26.55000114440918, 50.81999969482422)","(19.650001525878906, 52.650001525878906, 42.83399963378906)","(29.100000381469727, 84.1500015258789, 61.95199966430664)","(29.250001907348633, 72.60000610351562, 61.709999084472656)","(-33.150001525878906, 33.150001525878906, -10.64799976348877)","(25.650001525878906, 27.450000762939453, 45.97999954223633)","(-5.400000095367432, 24.0, 20.086000442504883)"
366,2023-02-12 17:10:21.036191,"(-23.55000114440918, 8.550000190734863, 0.0)","(7.500000476837158, 54.150001525878906, 74.53600311279297)","(38.25, 32.400001525878906, 55.65999984741211)","(15.90000057220459, 32.400001525878906, 49.85200119018555)","(14.700000762939453, 45.75, 44.77000045776367)","(24.750001907348633, 27.900001525878906, 43.31800079345703)","(19.350000381469727, 51.45000076293945, 45.012001037597656)","(28.650001525878906, 83.85000610351562, 60.98400115966797)","(28.350000381469727, 70.20000457763672, 62.678001403808594)","(-36.0, 32.25, -12.826000213623047)","(23.850000381469727, 28.200000762939453, 42.349998474121094)","(-5.100000381469727, 22.5, 21.538000106811523)"
367,2023-02-12 17:10:21.079388,"(-24.900001525878906, 7.500000476837158, -0.48399999737739563)","(8.100000381469727, 54.000003814697266, 73.56800079345703)","(37.5, 30.000001907348633, 54.20800018310547)","(14.850000381469727, 30.900001525878906, 54.20800018310547)","(14.850000381469727, 45.30000305175781, 48.641998291015625)","(24.900001525878906, 27.000001907348633, 48.400001525878906)","(14.550000190734863, 51.60000228881836, 45.49599838256836)","(28.05000114440918, 82.95000457763672, 61.22599792480469)","(27.150001525878906, 70.5, 66.06600189208984)","(-37.05000305175781, 32.10000228881836, -12.583999633789062)","(23.100000381469727, 25.200000762939453, 43.801998138427734)","(-6.900000095367432, 20.700000762939453, 17.90799903869629)"
368,2023-02-12 17:10:21.080717,"(-27.000001907348633, 7.500000476837158, -0.48399999737739563)","(8.40000057220459, 54.150001525878906, 73.08399963378906)","(34.650001525878906, 30.30000114440918, 61.46799850463867)","(17.25, 32.10000228881836, 47.43199920654297)","(10.950000762939453, 44.55000305175781, 41.86600112915039)","(22.80000114440918, 26.700000762939453, 49.61000061035156)","(12.90000057220459, 50.55000305175781, 41.38199996948242)","(25.200000762939453, 81.45000457763672, 62.194000244140625)","(26.55000114440918, 69.45000457763672, 65.33999633789062)","(-34.5, 30.450000762939453, -10.406000137329102)","(24.30000114440918, 26.250001907348633, 44.04399871826172)","(-7.350000381469727, 18.150001525878906, 20.812000274658203)"
369,2023-02-12 17:10:21.124434,"(-25.05000114440918, 7.050000190734863, 0.24199999868869781)","(7.050000190734863, 52.35000228881836, 70.90599822998047)","(33.900001525878906, 28.950000762939453, 53.965999603271484)","(12.450000762939453, 31.80000114440918, 52.99800109863281)","(13.050000190734863, 45.30000305175781, 46.22200012207031)","(24.900001525878906, 28.500001907348633, 52.029998779296875)","(14.700000762939453, 48.30000305175781, 46.947998046875)","(26.850000381469727, 80.25, 64.61399841308594)","(25.650001525878906, 68.10000610351562, 67.76000213623047)","(-38.10000228881836, 30.000001907348633, -8.470000267028809)","(23.400001525878906, 22.650001525878906, 48.400001525878906)","(-9.15000057220459, 19.05000114440918, 22.506000518798828)"
370,2023-02-12 17:10:21.126290,"(-25.500001907348633, 6.750000476837158, 0.24199999868869781)","(8.850000381469727, 57.45000076293945, 75.74600219726562)","(33.900001525878906, 31.950000762939453, 59.53200149536133)","(14.850000381469727, 27.600000381469727, 48.641998291015625)","(13.050000190734863, 44.25, 44.04399871826172)","(24.0, 27.600000381469727, 48.88399887084961)","(12.15000057220459, 50.400001525878906, 49.61000061035156)","(25.80000114440918, 80.70000457763672, 65.0979995727539)","(24.750001907348633, 69.9000015258789, 67.2760009765625)","(-38.25, 29.100000381469727, -8.227999687194824)","(25.80000114440918, 25.650001525878906, 45.97999954223633)","(-9.450000762939453, 18.0, 21.538000106811523)"
371,2023-02-12 17:10:21.169642,"(-26.55000114440918, 5.550000190734863, -0.48399999737739563)","(7.200000286102295, 51.45000076293945, 77.68199920654297)","(36.75, 28.650001525878906, 57.59600067138672)","(13.800000190734863, 30.450000762939453, 51.54600143432617)","(16.80000114440918, 45.45000076293945, 48.641998291015625)","(20.700000762939453, 26.100000381469727, 52.513999938964844)","(11.550000190734863, 49.20000076293945, 53.7239990234375)","(25.650001525878906, 81.1500015258789, 66.55000305175781)","(25.05000114440918, 68.55000305175781, 67.76000213623047)","(-39.900001525878906, 30.30000114440918, -6.050000190734863)","(23.700000762939453, 26.250001907348633, 50.093997955322266)","(-11.25, 19.80000114440918, 24.200000762939453)"
372,2023-02-12 17:10:21.170901,"(-26.700000762939453, 5.850000381469727, 1.2100000381469727)","(9.75, 56.400001525878906, 71.38999938964844)","(32.400001525878906, 27.450000762939453, 59.53200149536133)","(14.700000762939453, 30.450000762939453, 53.965999603271484)","(10.350000381469727, 42.0, 44.77000045776367)","(22.05000114440918, 25.80000114440918, 50.81999969482422)","(12.600000381469727, 50.400001525878906, 52.27199935913086)","(24.0, 81.75, 68.00199890136719)","(22.200000762939453, 67.6500015258789, 66.79199981689453)","(-42.900001525878906, 28.500001907348633, -3.871999979019165)","(23.400001525878906, 26.250001907348633, 46.22200012207031)","(-9.90000057220459, 19.05000114440918, 27.104000091552734)"
373,2023-02-12 17:10:21.214275,"(-27.450000762939453, 6.0, 2.177999973297119)","(7.800000190734863, 53.10000228881836, 73.08399963378906)","(33.30000305175781, 27.150001525878906, 59.290000915527344)","(15.600000381469727, 33.900001525878906, 50.81999969482422)","(7.500000476837158, 42.60000228881836, 46.70600128173828)","(21.900001525878906, 24.30000114440918, 47.91600036621094)","(13.65000057220459, 49.80000305175781, 54.933998107910156)","(24.30000114440918, 81.1500015258789, 68.24400329589844)","(23.400001525878906, 67.95000457763672, 71.14800262451172)","(-42.0, 28.650001525878906, -1.9359999895095825)","(21.600000381469727, 25.80000114440918, 48.400001525878906)","(-9.300000190734863, 18.450000762939453, 23.715999603271484)"
374,2023-02-12 17:10:21.215734,"(-27.150001525878906, 7.200000286102295, 2.6619999408721924)","(6.750000476837158, 52.20000076293945, 75.0199966430664)","(34.20000076293945, 26.700000762939453, 63.1619987487793)","(12.750000953674316, 36.0, 53.481998443603516)","(11.700000762939453, 42.30000305175781, 47.67399978637695)","(21.75, 23.700000762939453, 52.513999938964844)","(12.0, 50.400001525878906, 53.965999603271484)","(24.450000762939453, 80.85000610351562, 68.97000122070312)","(24.0, 67.6500015258789, 69.93799591064453)","(-40.5, 28.200000762939453, -3.629999876022339)","(19.200000762939453, 24.600000381469727, 52.75600051879883)","(-12.0, 16.950000762939453, 26.13599967956543)"
375,2023-02-12 17:10:21.217837,"(-26.100000381469727, 7.650000095367432, 1.4520000219345093)","(5.400000095367432, 53.400001525878906, 75.50399780273438)","(32.10000228881836, 31.350000381469727, 61.709999084472656)","(14.40000057220459, 29.100000381469727, 59.290000915527344)","(11.850000381469727, 44.70000076293945, 49.36800003051758)","(19.05000114440918, 26.100000381469727, 54.933998107910156)","(13.950000762939453, 50.85000228881836, 53.965999603271484)","(25.05000114440918, 82.5, 70.18000030517578)","(24.150001525878906, 69.30000305175781, 70.18000030517578)","(-40.5, 31.80000114440918, 0.0)","(20.850000381469727, 26.55000114440918, 57.11199951171875)","(-11.40000057220459, 21.0, 27.34600067138672)"
376,2023-02-12 17:10:21.259357,"(-29.55000114440918, 8.850000381469727, 3.871999979019165)","(2.700000047683716, 54.750003814697266, 77.92399597167969)","(32.25, 29.850000381469727, 57.59600067138672)","(12.15000057220459, 32.400001525878906, 51.30400085449219)","(8.550000190734863, 45.75, 48.88399887084961)","(23.100000381469727, 29.250001907348633, 52.75600051879883)","(11.850000381469727, 54.150001525878906, 54.69200134277344)","(25.650001525878906, 82.05000305175781, 72.11599731445312)","(24.750001907348633, 68.85000610351562, 72.84200286865234)","(-39.900001525878906, 31.80000114440918, 2.177999973297119)","(21.600000381469727, 25.500001907348633, 53.23999786376953)","(-13.050000190734863, 19.350000381469727, 28.07200050354004)"
377,2023-02-12 17:10:21.260736,"(-28.500001907348633, 8.40000057220459, 4.5980000495910645)","(4.050000190734863, 55.35000228881836, 77.197998046875)","(33.0, 29.55000114440918, 56.38600158691406)","(14.100000381469727, 30.150001525878906, 58.07999801635742)","(9.75, 44.70000076293945, 51.54600143432617)","(24.600000381469727, 28.350000381469727, 56.38600158691406)","(9.300000190734863, 51.000003814697266, 59.53200149536133)","(25.200000762939453, 82.80000305175781, 71.63199615478516)","(23.850000381469727, 70.80000305175781, 71.14800262451172)","(-40.35000228881836, 31.650001525878906, 0.0)","(20.400001525878906, 27.600000381469727, 55.902000427246094)","(-10.800000190734863, 21.900001525878906, 31.944000244140625)"
378,2023-02-12 17:10:21.304673,"(-27.750001907348633, 10.800000190734863, 3.1459999084472656)","(3.1500000953674316, 56.10000228881836, 80.8280029296875)","(29.700000762939453, 34.80000305175781, 62.678001403808594)","(13.350000381469727, 32.25, 57.8380012512207)","(12.750000953674316, 43.650001525878906, 50.33599853515625)","(22.950000762939453, 31.950000762939453, 58.321998596191406)","(10.800000190734863, 53.55000305175781, 58.321998596191406)","(27.000001907348633, 84.75, 74.052001953125)","(24.0, 70.95000457763672, 77.197998046875)","(-41.25, 32.10000228881836, 6.050000190734863)","(19.650001525878906, 28.200000762939453, 52.029998779296875)","(-11.100000381469727, 22.650001525878906, 31.944000244140625)"
379,2023-02-12 17:10:21.305840,"(-25.500001907348633, 10.5, 4.355999946594238)","(6.300000190734863, 56.250003814697266, 81.06999969482422)","(30.150001525878906, 33.900001525878906, 63.88800048828125)","(12.15000057220459, 35.25, 54.45000076293945)","(11.550000190734863, 47.25, 47.91600036621094)","(19.950000762939453, 29.55000114440918, 55.17599868774414)","(11.100000381469727, 55.650001525878906, 59.04800033569336)","(26.850000381469727, 83.85000610351562, 73.80999755859375)","(24.750001907348633, 72.75, 75.50399780273438)","(-40.20000076293945, 35.70000076293945, 3.629999876022339)","(24.30000114440918, 29.400001525878906, 57.8380012512207)","(-10.5, 24.30000114440918, 32.18600082397461)"
380,2023-02-12 17:10:21.349975,"(-27.150001525878906, 12.90000057220459, 5.081999778747559)","(5.25, 58.80000305175781, 79.13400268554688)","(30.900001525878906, 32.25, 66.06600189208984)","(14.250000953674316, 35.85000228881836, 60.01599884033203)","(11.25, 49.05000305175781, 51.30400085449219)","(19.350000381469727, 31.80000114440918, 54.45000076293945)","(16.950000762939453, 55.95000076293945, 59.290000915527344)","(27.150001525878906, 86.4000015258789, 75.98799896240234)","(26.100000381469727, 75.60000610351562, 77.44000244140625)","(-37.80000305175781, 36.45000076293945, 5.565999984741211)","(23.400001525878906, 28.350000381469727, 51.54600143432617)","(-9.450000762939453, 25.350000381469727, 34.847999572753906)"
381,2023-02-12 17:10:21.351645,"(-26.55000114440918, 17.100000381469727, 6.533999919891357)","(6.450000286102295, 59.85000228881836, 78.89199829101562)","(32.400001525878906, 35.85000228881836, 65.58200073242188)","(15.300000190734863, 40.35000228881836, 57.11199951171875)","(7.350000381469727, 48.900001525878906, 51.0620002746582)","(23.400001525878906, 31.950000762939453, 55.17599868774414)","(15.450000762939453, 58.20000076293945, 56.869998931884766)","(26.850000381469727, 87.1500015258789, 74.77799987792969)","(25.05000114440918, 75.60000610351562, 75.98799896240234)","(-38.55000305175781, 40.20000076293945, 4.5980000495910645)","(20.55000114440918, 33.150001525878906, 55.65999984741211)","(-7.200000286102295, 28.05000114440918, 36.29999923706055)"
382,2023-02-12 17:10:21.439642,"(-25.500001907348633, 17.700000762939453, 6.050000190734863)","(5.550000190734863, 58.80000305175781, 86.87799835205078)","(33.60000228881836, 35.85000228881836, 66.55000305175781)","(15.000000953674316, 38.10000228881836, 64.37200164794922)","(10.65000057220459, 49.05000305175781, 54.69200134277344)","(24.0, 32.10000228881836, 60.01599884033203)","(19.05000114440918, 57.750003814697266, 60.742000579833984)","(29.100000381469727, 88.35000610351562, 74.53600311279297)","(27.750001907348633, 77.85000610351562, 77.68199920654297)","(-36.30000305175781, 40.35000228881836, 3.388000011444092)","(24.150001525878906, 30.750001907348633, 58.56399917602539)","(-6.300000190734863, 31.80000114440918, 38.720001220703125)"
383,2023-02-12 17:10:21.440945,"(-22.950000762939453, 18.150001525878906, 7.01800012588501)","(10.950000762939453, 62.85000228881836, 82.52200317382812)","(31.950000762939453, 38.400001525878906, 64.37200164794922)","(18.900001525878906, 40.20000076293945, 60.5)","(12.15000057220459, 54.000003814697266, 56.869998931884766)","(25.350000381469727, 37.35000228881836, 60.742000579833984)","(18.150001525878906, 59.250003814697266, 58.56399917602539)","(29.55000114440918, 91.80000305175781, 75.74600219726562)","(27.750001907348633, 80.10000610351562, 77.92399597167969)","(-33.60000228881836, 42.75, 8.711999893188477)","(26.250001907348633, 36.0, 59.77399826049805)","(-4.950000286102295, 30.900001525878906, 35.57400131225586)"
