,Time Stamp,x,y,z,theta,phy
0,2025-07-02 16:14:14.449655,0.9654870625983721,-4.227776991473193,0.7550185909920338,0.10821426185692808,0.6734443763175271
1,2025-07-02 16:14:14.451735,2.9205537671508637,-5.369965786522422,0.4133594062595398,0.09400704856757806,6.203925937046829
2,2025-07-02 16:14:14.454062,0.011733290779410769,-6.50586179774832,0.6383387930518591,0.07363838108905381,0.2742825310426597
3,2025-07-02 16:14:14.456007,1.96272144351791,-4.187415798462545,0.7154677250878628,0.08815291506954684,0.5737196950797377
4,2025-07-02 16:14:14.457643,0.9884257839008108,-6.444382634968209,0.5320591295970989,0.08063125583841343,6.270260364192445
5,2025-07-02 16:14:14.459308,0.1379072758631733,-7.481720718681345,0.6213820622027681,0.061878604089830626,0.29045865214771127
6,2025-07-02 16:14:14.460807,-1.6363294833241122,-8.592183916813873,0.6837956827571995,0.06481185932781304,0.558072685625072
7,2025-07-02 16:14:14.462219,0.47266498720177325,-9.893103826389495,0.631559152610966,0.02767039636430674,0.6672954519052559
8,2025-07-02 16:14:14.463868,-0.14316080316792706,-5.382172540522221,0.7360478568950839,0.11866512454767822,0.6176005652063674
9,2025-07-02 16:14:14.465643,-2.0079490765990022,-7.647772790096272,0.779262683638333,0.1008847606312957,0.32005378985021266
10,2025-07-02 16:14:14.467348,-0.2035734507706688,-4.120703481237549,0.7272890060600831,0.10355190727472217,0.6847990021592518
11,2025-07-02 16:14:14.468509,0.0592199562327495,-9.748236633263906,0.5078902557300036,0.03544373520862902,0.10594464011681445
12,2025-07-02 16:14:14.469802,-1.0184540330332874,-5.46801716571512,0.7262915530150975,0.1074235387777267,0.3894883097618632
13,2025-07-02 16:14:14.471190,-0.4089675351798678,-7.4618618582475715,0.6682050441769336,0.06675551413037843,0.5256944391004846
14,2025-07-02 16:14:14.472595,1.532567909424154,-8.490686719621095,0.42551236300555395,0.056881518534802396,0.07333893933229482
15,2025-07-02 16:14:14.474281,1.0717372050980916,-5.435805944812457,0.5642247373250019,0.09250730353013169,0.36992484060755987
16,2025-07-02 16:14:14.475770,2.8730794975409037,-4.177757255284633,0.5877448439835398,0.09231713711052487,0.11627457359795444
17,2025-07-02 16:14:14.477099,-1.4313089673427386,-8.42946353356145,0.5799229375356649,0.061241948209413144,0.37997952403002705
18,2025-07-02 16:14:14.478496,-0.6457379949279057,-6.567734328765047,0.6582570249595582,0.07819998979140845,0.35365118937995216
19,2025-07-02 16:14:14.480096,-1.7124431175249564,-5.8046011143892144,0.7258999874483208,0.08056252445830342,0.3855562308177535
20,2025-07-02 16:14:14.481296,1.5655316457781585,-6.556884428198575,0.5034808452070529,0.07082995704933545,6.1076982549564525
21,2025-07-02 16:14:14.482698,-0.5839244094603063,-9.572105568897731,0.7436508572153089,0.05876712394699582,0.509091486469063
22,2025-07-02 16:14:14.483869,-0.8327742089439556,-4.737036391107099,0.6097851311191902,0.08833666581240981,6.282855770150245
23,2025-07-02 16:14:14.485201,2.278175861113688,-7.602726198633218,0.4170896941559637,0.07673840452853115,5.918609246958853
24,2025-07-02 16:14:14.486667,-1.3740973069737212,-7.410089795246839,0.7112161757576124,0.08254949048980076,0.6610887190913609
25,2025-07-02 16:14:14.487915,-2.0490344919924977,-6.531619518299362,0.7579048963544992,0.09245288725962006,0.5092959205294904
26,2025-07-02 16:14:14.489064,1.7327097164184908,-5.488235898668946,0.5772216876199954,0.07632528147644085,0.1546679026246993
27,2025-07-02 16:14:14.490481,-1.4205121202903175,-9.520412768681004,0.7796389543045851,0.050828378563116144,0.8868592583816785
28,2025-07-02 16:14:14.491733,1.4832451659053523,-8.833754631267759,0.6180823621532832,0.049950948767528085,0.4243287780993927
29,2025-07-02 16:14:14.492977,-1.7861205154322848,-4.952071068382772,0.6968972479732576,0.09109525350111825,0.17851055739910143
30,2025-07-02 16:14:14.494140,-0.2615834570358885,-9.52264307079861,0.4882198225971829,0.05387568817067092,0.03545764109548828
31,2025-07-02 16:14:14.495354,-0.7119414204830741,-8.736510081578926,0.6198623580895966,0.06337646374320789,0.2258761329306756
32,2025-07-02 16:14:14.496660,-0.9544429524250605,-9.474928277248027,0.6265619972342069,0.054771379796671064,0.5903110458794811
33,2025-07-02 16:14:14.497938,1.3463095365205169,-7.599232097582425,0.40748008173821176,0.0611050736107245,6.024841437146159
34,2025-07-02 16:14:14.499267,2.9185626230487602,-6.45267421490503,0.36754618590267096,0.09750571497268451,6.013030665692206
35,2025-07-02 16:14:14.500510,0.4931272696265909,-8.441070634660482,0.5455273578857515,0.0398748291912779,0.3047042551230992
36,2025-07-02 16:14:14.501780,-1.6238487565562953,-9.375485923991581,1.6213895836316876,0.0900677306653604,0.3582919093660272
37,2025-07-02 16:14:14.504279,-2.5045532101623595,-6.160137230490166,1.727167176328752,0.1022060089073441,1.3069911542662909
38,2025-07-02 16:14:14.506417,2.025463789331657,-3.9110523848726917,1.5620873644429982,0.12073135314346922,1.1912127936558894
39,2025-07-02 16:14:14.508767,-2.7075659568541943,-4.024102464358124,1.7772238951214097,0.15797406559634128,1.196897449650516
40,2025-07-02 16:14:14.510233,1.7565321496660928,-7.411421847846487,1.6513382989077217,0.0858666044073865,0.6471905367568154
41,2025-07-02 16:14:14.517268,-2.6400274402656825,-5.302686361764785,1.334445631698331,0.0,0.0
42,2025-07-02 16:14:14.519214,-1.4195417911828363,-7.189478976263828,1.7847142560146574,0.10414136476366011,0.830460506068846
43,2025-07-02 16:14:14.521992,0.8200728052047662,-5.134569630921342,1.7310500567767402,0.1485197551262697,1.467322907316742
44,2025-07-02 16:14:14.524376,-0.44639586351955296,-5.124300087796456,1.7593614499778059,0.1591630494563694,1.4390949224941552
45,2025-07-02 16:14:14.526687,-0.47233981063553676,-6.219510506251707,1.6539966637910881,0.10566735661130788,1.410962100267511
46,2025-07-02 16:14:14.530731,-1.50913029435033,-5.109551436679835,1.7224592598504413,0.15522568815707474,1.3660092390346192
47,2025-07-02 16:14:14.532578,-0.12291835601255191,-4.1146891073945095,1.228464979008054,0.07284415903397863,6.256261690830801
48,2025-07-02 16:14:14.534628,2.9242509498746707,-5.036081501011734,1.5468497457970363,0.09261784670902298,1.3565032492459124
49,2025-07-02 16:14:14.536370,2.799296827244312,-7.532864252129018,1.7280841114680596,0.056644125641379155,0.8208260413850895
50,2025-07-02 16:14:14.542767,1.3945452662637918,-9.492792923390066,1.703931494787979,0.0,0.0
51,2025-07-02 16:14:14.544637,-1.5281226455127772,-8.407618189839539,1.8637007112227928,0.0961613028906554,0.6271328305740987
52,2025-07-02 16:14:14.547094,-1.3404261129121842,-6.201911923865423,1.6736756109875561,0.11450700830500576,1.3333231452099348
53,2025-07-02 16:14:14.548927,2.661865322121939,-6.34173901180496,1.713677725153983,0.09841890864413035,1.2499381006786576
54,2025-07-02 16:14:14.550855,1.695801950719007,-6.255578396430287,1.6276495697660862,0.07833523945454,1.230435845420436
55,2025-07-02 16:14:14.552504,-2.3547819189482397,-7.313198779044495,1.8629004152066186,0.08468626603971696,0.5330503460076104
56,2025-07-02 16:14:14.559367,2.707276192413322,-9.36452476147372,1.9729779399610137,0.0,0.0
57,2025-07-02 16:14:14.561157,1.0292267726629545,-4.026720725433701,1.4516179103112459,0.08600880396354327,0.8885991970008053
58,2025-07-02 16:14:14.562762,0.13634629108132518,-8.318835599875522,1.7970488921660648,0.10541856527977168,0.8955876005670182
59,2025-07-02 16:14:14.564548,-0.154419770147327,-9.527798871533852,1.8290948787878598,0.06015576997986439,1.3764446609852659
